code,category,url,title,short_description,description,severity,can_drive,repair_cost_usd,repair_cost_inr,symptoms,causes,how_to_fix
C0151,chassis,https://obdguide.com/en/c0151,C0151,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0151 C0151 Right TCS Solenoid #1 Circuit Malfunction C0151 is an OBD-II diagnostic trouble code meaning: Right TCS Solenoid #1 Circuit Malfunction. Common causes: open or short circuit in tcs solenoid circuit, tcs solenoid malfunction. Estimated repair cost: $56–167. Severity",Right TCS Solenoid #1 Circuit Malfunction,⚠️ Medium,"Limited driving only, diagnose soon",$56,"₹4,648",Check Engine light comes on | Traction Control System (TCS) is not working | Unstable behavior of the car on a slippery road,Open or short circuit in TCS solenoid circuit | TCS solenoid malfunction | Wiring harness damage | Connector problems or corrosion | Malfunction of the control unit (ECU),Check TCS solenoid continuity using a multimeter | Inspect connectors and wiring harness for damage or corrosion. | Check TCS solenoid resistance (must meet manufacturer specifications) | Replace faulty solenoid or repair wiring harness if necessary | Clear error codes and check if the error returns after repair
C0156,chassis,https://obdguide.com/en/c0156,C0156,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0156 C0156 Right TCS Solenoid #2 Circuit Malfunction C0156 is an OBD-II diagnostic trouble code meaning: Right TCS Solenoid #2 Circuit Malfunction. Common causes: broken or damaged wires, short circuit in the circuit. Estimated repair cost: $56–167. Severity",Right TCS Solenoid #2 Circuit Malfunction,⚠️ Medium,"Limited driving only, diagnose soon",$56,"₹4,648",Check Engine Light Is On | Traction Control System (TCS) light is on | Reduced effectiveness of the traction control system | Unstable ABS operation,Broken or damaged wires | Short circuit in the circuit | Faulty TCS solenoid | Poor connection or corroded contacts | Problems with the TCS control module,Check the integrity of the wiring harness and connections | Check TCS #2 solenoid resistance | Check voltage at solenoid terminals | Replace the solenoid if a fault is detected | Clean or replace damaged wires
C0161,chassis,https://obdguide.com/en/c0161,C0161,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0161 C0161 ABS/TCS Brake Switch Circuit Malfunction C0161 is an OBD-II diagnostic trouble code meaning: ABS/TCS Brake Switch Circuit Malfunction. Common causes: faulty brake switch, open or short circuit in wiring harness. Estimated repair cost: $33–111. Severity",ABS/TCS Brake Switch Circuit Malfunction,⚠️ Medium,"Limited driving only, diagnose soon",$33,"₹2,739",The ABS/TCS indicator on the dashboard is on | Disabling ABS and TCS systems | Incorrect operation of brake lights | Problems with cruise control,Faulty brake switch | Open or short circuit in wiring harness | Poor contact in connectors | Incorrect switch adjustment | Problems with the brake pedal,Check the condition of the brake switch | Check wiring harness for damage | Clean and check contacts in connectors | Adjust the switch position | Replace the switch if necessary
C0163,chassis,https://obdguide.com/en/c0163,C0163,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0163 C0163 Antilock Brake System/Traction Control System Brake Switch/Sensor Circuit Low C0163 is an OBD-II diagnostic trouble code meaning: Antilock Brake System/Traction Control System Brake Switch/Sensor Circuit Low. Common causes: open or short circuit in wiring harness, brake sensor fault. Estimated repair cost: $56–167. Severity",Antilock Brake System/Traction Control System Brake Switch/Sensor Circuit Low,⚠️ Medium,Do not drive — repair immediately,$56,"₹4,648",The ABS/TCS indicator on the dashboard is on | Disabling the ABS/TCS system | Unstable operation of the brake system | Trouble activating the traction control system,Open or short circuit in wiring harness | Brake sensor fault | Damage to the brake switch | Problems with the ABS/TCS control module | Contact corrosion,Check wiring harness for damage | Check the operation of the brake sensor | Check brake switch | Scan the ABS/TCS module for additional errors | Clean or replace corroded contacts
C0164,chassis,https://obdguide.com/en/c0164,C0164,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0164 C0164 Antilock Brake System/Traction Control System Brake Switch/Sensor Circuit High C0164 is an OBD-II diagnostic trouble code meaning: Antilock Brake System/Traction Control System Brake Switch/Sensor Circuit High. Common causes: brake sensor/switch malfunction, open or short circuit in wiring harness. Estimated repair cost: $56–167. Severity",Antilock Brake System/Traction Control System Brake Switch/Sensor Circuit High,⚠️ Medium,"Limited driving only, diagnose soon",$56,"₹4,648",The ABS/TCS indicator on the dashboard is on | Disabling the ABS/TCS system | Unstable operation of the brake system,Brake sensor/switch malfunction | Open or short circuit in wiring harness | Problems with the ABS/TCS control unit | Corrosion of contacts or connectors,"Check the condition of the brake system sensor/switch | Inspect the wiring harness for damage | Check contacts and connectors for corrosion | Scan the ABS/TCS control unit for other errors | If necessary, replace the sensor/switch or repair the wiring harness"
C0165,chassis,https://obdguide.com/en/c0165,C0165,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0165 C0165 Antilock Brake System/Traction Control System Brake Switch/Sensor Circuit Open C0165 is an OBD-II diagnostic trouble code meaning: Antilock Brake System/Traction Control System Brake Switch/Sensor Circuit Open. Common causes: broken or damaged wiring harness, faulty brake pedal sensor. Estimated repair cost: $33–111. Severity",Antilock Brake System/Traction Control System Brake Switch/Sensor Circuit Open,⚠️ Medium,"Limited driving only, diagnose soon",$33,"₹2,739",ABS/TCS indicator is on | Incorrect operation of ABS/TCS | Disabling cruise control | Lack of response to pressing the brake pedal,Broken or damaged wiring harness | Faulty brake pedal sensor | Poor contact in the sensor connector | Problems with the ABS control unit,Check the condition of the wiring harness and connectors | Test the brake pedal sensor | Check voltage and resistance in the circuit | Replace faulty components
C0166,chassis,https://obdguide.com/en/c0166,C0166,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0166 C0166 TCS Priming Line Valve Circuit Malfunction C0166 is an OBD-II diagnostic trouble code meaning: TCS Priming Line Valve Circuit Malfunction. Common causes: open or short circuit in the tcs purge valve circuit, tcs purge valve malfunction. Estimated repair cost: $56–167. Severity",TCS Priming Line Valve Circuit Malfunction,⚠️ Medium,"Limited driving only, diagnose soon",$56,"₹4,648",Check Engine Light Is On | Unstable operation of the traction control system | Reduced braking performance on slippery surfaces,Open or short circuit in the TCS purge valve circuit | TCS purge valve malfunction | Problems with the TCS control unit | Wiring harness damage,Check the continuity of the TCS purge valve circuit | Test TCS purge valve resistance | Check control signals from the TCS control unit | Replace TCS purge valve if necessary | Repair wiring damage
C0171,chassis,https://obdguide.com/en/c0171,C0171,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0171 C0171 TCS Pilot Valve Circuit Malfunction C0171 is an OBD-II diagnostic trouble code meaning: TCS Pilot Valve Circuit Malfunction. Common causes: open or short circuit in wiring harness, tcs pilot valve malfunction. Estimated repair cost: $56–167. Severity",TCS Pilot Valve Circuit Malfunction,⚠️ Medium,"Limited driving only, diagnose soon",$56,"₹4,648",ABS/TCS indicator is on | Disabling the traction control system | Unstable operation of the system when wheels slip,Open or short circuit in wiring harness | TCS pilot valve malfunction | Problems with the ABS/TCS control unit | Corrosion or poor contact in connectors,Check wiring harness and connectors for damage | Check TCS pilot resistance | Check power and ground in valve circuit | Replace pilot valve or control unit if necessary
C0176,chassis,https://obdguide.com/en/c0176,C0176,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0176 C0176 System Thermal Error C0176 is an OBD-II diagnostic trouble code meaning: System Thermal Error. Common causes: overheating of srs system components, wiring harness damage. Estimated repair cost: $56–167. Severity",System Thermal Error,🔴 High,"Limited driving only, diagnose soon",$56,"₹4,648",Airbag light is on | SRS is inactive | Lack of reaction of belt pretensioners in an accident,Overheating of SRS system components | Wiring harness damage | Squib malfunction | Short circuit in the circuit | Problems with the SRS control module,Check wiring harness for damage | Diagnose the SRS control module | Check the resistance of the squibs | Replace faulty components | Reset the error and check the system
C0181,chassis,https://obdguide.com/en/c0181,C0181,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0181 C0181 Throttle Reduction Motor Circuit Malfunction C0181 is an OBD-II diagnostic trouble code meaning: Throttle Reduction Motor Circuit Malfunction. Common causes: open or shorted wiring harness, throttle reduction motor malfunction. Estimated repair cost: $56–167. Severity",Throttle Reduction Motor Circuit Malfunction,⚠️ Medium,"Limited driving only, diagnose soon",$56,"₹4,648",Unstable idle | Power dips during acceleration | Check Engine light comes on | Difficulty starting the engine,Open or shorted wiring harness | Throttle reduction motor malfunction | Problems with the ECU | Oxidized or damaged contacts,Check the wiring harness for opens and shorts | Test the throttle reduction motor | Check contacts and connections | Replacing the reduction motor or repairing the wiring harness | Resetting the error and re-diagnosis
C0182,chassis,https://obdguide.com/en/c0182,C0182,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0182 C0182 Throttle Reduction Motor Circuit Range Performance C0182 is an OBD-II diagnostic trouble code meaning: Throttle Reduction Motor Circuit Range Performance. Common causes: throttle reduction motor malfunction, open or short circuit in wiring harness. Estimated repair cost: $56–167. Severity",Throttle Reduction Motor Circuit Range Performance,⚠️ Medium,"Limited driving only, diagnose soon",$56,"₹4,648",Unstable engine operation at idle | Power Loss | Check Engine Light Illuminates,Throttle reduction motor malfunction | Open or short circuit in wiring harness | ECU problems | Throttle valve contamination,Check wiring harness for damage | Check motor resistance of throttle reduction | Clean throttle body | Replace throttle reduction motor if necessary | Check and replace ECU if necessary
C0186,chassis,https://obdguide.com/en/c0186,C0186,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0186 C0186 Lateral Accelerometer Circuit C0186 is an OBD-II diagnostic trouble code meaning: Lateral Accelerometer Circuit. Common causes: open or short circuit in the sensor circuit, oxidation of contacts in connectors. Estimated repair cost: $56–167. Severity",Lateral Accelerometer Circuit,🔴 High,Do not drive — repair immediately,$56,"₹4,648",SRS/Airbag light is on | The passive safety system may not operate in a side impact. | Error C0186 is stored in the control unit memory,Open or short circuit in the sensor circuit | Oxidation of contacts in connectors | Side accelerometer malfunction | Wiring harness damage | SRS control unit malfunction,"Conduct a visual inspection of the wiring harness and connectors | Check the resistance and continuity of the sensor circuit | Check the power supply and ground of the sensor | If necessary, replace the side accelerometer | Clear error codes and check if error is returned"
